year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",27.00,11.00,3.48,1.00,1.59,0.00,4.93,0.00,0.00,989.00,253.00,100.00,91.00,0.00,545.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ILM,"Wilmington, NC: Wilmington International",57.00,16.00,7.03,0.90,3.13,0.00,4.94,0.00,0.00,1861.00,512.00,744.00,88.00,0.00,517.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,IND,"Indianapolis, IN: Indianapolis International",6.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,50.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",48.00,16.00,6.63,0.00,1.85,0.00,7.52,0.00,0.00,1411.00,542.00,0.00,110.00,0.00,759.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LEX,"Lexington, KY: Blue Grass",89.00,18.00,2.86,0.00,1.83,0.00,13.31,0.00,0.00,2878.00,809.00,0.00,92.00,0.00,1977.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LGA,"New York, NY: LaGuardia",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",79.00,14.00,4.02,0.15,2.53,0.00,7.30,0.00,0.00,1060.00,258.00,22.00,139.00,0.00,641.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,LNK,"Lincoln, NE: Lincoln Airport",34.00,7.00,1.66,0.06,2.56,0.00,2.72,1.00,0.00,1307.00,141.00,50.00,212.00,0.00,904.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MDT,"Harrisburg, PA: Harrisburg International",34.00,8.00,2.52,0.00,1.92,0.00,3.56,0.00,0.00,591.00,205.00,0.00,79.00,0.00,307.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MEM,"Memphis, TN: Memphis International",33.00,7.00,2.50,0.00,1.88,0.00,2.62,0.00,0.00,869.00,187.00,0.00,130.00,0.00,552.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MHT,"Manchester, NH: Manchester Boston Regional",53.00,19.00,4.20,0.00,1.72,0.00,13.07,0.00,0.00,1986.00,457.00,0.00,69.00,0.00,1460.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MLI,"Moline, IL: Quad Cities International",3.00,1.00,0.00,0.25,0.00,0.00,0.75,0.00,0.00,104.00,0.00,26.00,0.00,0.00,78.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,MSN,"Madison, WI: Dane County Regional-Truax Field",46.00,8.00,2.03,0.00,0.66,0.00,5.31,0.00,0.00,558.00,188.00,0.00,58.00,0.00,312.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,OMA,"Omaha, NE: Eppley Airfield",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",1514.00,336.00,65.43,13.63,100.92,0.00,156.02,7.00,5.00,33844.00,4988.00,2096.00,8255.00,0.00,18505.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ORF,"Norfolk, VA: Norfolk International",18.00,3.00,1.00,0.00,1.03,0.00,0.97,0.00,0.00,261.00,68.00,0.00,55.00,0.00,138.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PHL,"Philadelphia, PA: Philadelphia International",76.00,17.00,8.01,0.00,4.91,0.00,4.08,0.00,0.00,1965.00,1101.00,0.00,179.00,0.00,685.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PIT,"Pittsburgh, PA: Pittsburgh International",55.00,13.00,4.01,0.00,3.29,0.00,5.69,0.00,1.00,717.00,166.00,0.00,95.00,0.00,456.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PVD,"Providence, RI: Rhode Island Tf Green International",68.00,22.00,8.56,0.00,5.26,0.00,8.17,2.00,0.00,1288.00,458.00,0.00,150.00,0.00,680.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,PWM,"Portland, ME: Portland International Jetport",25.00,3.00,0.05,0.00,0.47,0.00,2.48,0.00,0.00,322.00,8.00,0.00,7.00,0.00,307.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,32.00,0.00,0.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,RIC,"Richmond, VA: Richmond International",228.00,69.00,18.01,1.16,10.56,0.00,39.27,1.00,0.00,10469.00,1426.00,97.00,500.00,0.00,8446.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",62.00,25.00,6.37,0.95,7.21,0.00,10.46,1.00,0.00,2583.00,368.00,843.00,380.00,0.00,992.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",85.00,19.00,5.94,0.00,4.94,0.00,8.11,0.00,0.00,1930.00,323.00,0.00,209.00,0.00,1398.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SAV,"Savannah, GA: Savannah/Hilton Head International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SCE,"State College, PA: University Park",15.00,7.00,4.63,0.00,0.60,0.00,1.77,0.00,0.00,444.00,307.00,0.00,17.00,0.00,120.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SDF,"Louisville, KY: Louisville Muhammad Ali International",3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,21.00,0.00,0.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SGF,"Springfield, MO: Springfield-Branson National",4.00,2.00,0.10,0.00,0.00,0.00,1.90,0.00,0.00,223.00,18.00,0.00,0.00,0.00,205.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,STL,"St. Louis, MO: St Louis Lambert International",199.00,41.00,10.77,2.00,6.97,0.00,21.26,0.00,1.00,5511.00,1584.00,328.00,246.00,0.00,3353.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,SYR,"Syracuse, NY: Syracuse Hancock International",66.00,18.00,2.86,0.00,4.81,0.00,10.33,0.00,0.00,1667.00,257.00,0.00,203.00,0.00,1207.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,TUL,"Tulsa, OK: Tulsa International",27.00,9.00,3.32,1.00,0.09,0.00,4.59,1.00,0.00,1953.00,483.00,886.00,21.00,0.00,563.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,TVC,"Traverse City, MI: Cherry Capital",53.00,17.00,4.99,0.77,5.03,0.00,6.21,0.00,0.00,1260.00,425.00,17.00,236.00,0.00,582.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,TYS,"Knoxville, TN: McGhee Tyson",31.00,5.00,1.37,0.00,1.97,0.00,1.66,0.00,0.00,317.00,106.00,0.00,62.00,0.00,149.00
2025,3,G7,GoJet Airlines LLC d/b/a United Express,XNA,"Fayetteville, AR: Northwest Arkansas National",62.00,11.00,4.05,0.22,1.40,0.00,5.33,1.00,0.00,1007.00,333.00,12.00,81.00,0.00,581.00
2025,3,HA,Hawaiian Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",9.00,3.00,1.57,0.43,0.00,0.00,1.00,0.00,0.00,181.00,104.00,61.00,0.00,0.00,16.00
2025,3,HA,Hawaiian Airlines Network,BOS,"Boston, MA: Logan International",18.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,97.00,97.00,0.00,0.00,0.00,0.00
2025,3,HA,Hawaiian Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",2734.00,499.00,233.79,9.70,4.01,1.87,249.63,63.00,0.00,26003.00,11750.00,634.00,124.00,37.00,13458.00
2025,3,HA,Hawaiian Airlines Network,ITO,"Hilo, HI: Hilo International",411.00,56.00,27.19,1.23,0.05,0.00,27.53,4.00,0.00,1945.00,775.00,123.00,2.00,0.00,1045.00
2025,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,6.46,1.00,0.22,0.00,1.31,0.00,0.00,758.00,505.00,107.00,24.00,0.00,122.00
2025,3,HA,Hawaiian Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",681.00,100.00,49.21,2.33,0.80,0.00,47.67,24.00,0.00,5504.00,2528.00,213.00,17.00,0.00,2746.00
2025,3,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",134.00,22.00,18.57,0.74,0.00,1.00,1.68,0.00,0.00,1018.00,711.00,98.00,0.00,143.00,66.00
2025,3,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",199.00,48.00,32.14,0.83,0.00,0.98,14.05,0.00,0.00,2831.00,1885.00,15.00,0.00,40.00,891.00
2025,3,HA,Hawaiian Airlines Network,LGB,"Long Beach, CA: Long Beach Airport",62.00,6.00,3.02,0.00,0.00,0.00,2.98,0.00,0.00,159.00,65.00,0.00,0.00,0.00,94.00
2025,3,HA,Hawaiian Airlines Network,LIH,"Lihue, HI: Lihue Airport",754.00,103.00,54.78,2.71,0.00,0.24,45.28,10.00,2.00,4226.00,1980.00,226.00,0.00,5.00,2015.00
2025,3,HA,Hawaiian Airlines Network,OAK,"Oakland, CA: Metro Oakland International",91.00,12.00,6.71,0.00,0.00,0.43,4.87,0.00,0.00,703.00,301.00,0.00,0.00,15.00,387.00
2025,3,HA,Hawaiian Airlines Network,OGG,"Kahului, HI: Kahului Airport",1154.00,162.00,110.94,3.48,1.47,0.14,45.98,18.00,0.00,7531.00,4945.00,240.00,45.00,4.00,2297.00
2025,3,HA,Hawaiian Airlines Network,ONT,"Ontario, CA: Ontario International",31.00,14.00,12.52,0.00,0.00,0.48,1.00,0.00,0.00,299.00,259.00,0.00,0.00,12.00,28.00
2025,3,HA,Hawaiian Airlines Network,PDX,"Portland, OR: Portland International",62.00,12.00,8.08,0.00,0.00,0.63,3.29,0.00,0.00,940.00,750.00,0.00,0.00,20.00,170.00
2025,3,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.00,5.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,365.00,45.00,101.00,0.00,0.00,219.00
2025,3,HA,Hawaiian Airlines Network,PPG,"Pago Pago, TT: Pago Pago International",13.00,3.00,2.07,0.93,0.00,0.00,0.00,0.00,0.00,356.00,101.00,255.00,0.00,0.00,0.00
2025,3,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,16.00,11.34,1.51,0.00,1.10,2.05,0.00,0.00,630.00,484.00,45.00,0.00,38.00,63.00
2025,3,HA,Hawaiian Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",75.00,24.00,17.72,0.00,0.96,1.00,4.32,0.00,0.00,881.00,494.00,0.00,47.00,17.00,323.00
2025,3,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",74.00,21.00,14.27,0.07,0.00,1.00,5.66,0.00,0.00,539.00,346.00,2.00,0.00,22.00,169.00
2025,3,HA,Hawaiian Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",61.00,12.00,9.26,0.00,0.00,0.00,2.74,0.00,0.00,648.00,540.00,0.00,0.00,0.00,108.00
2025,3,HA,Hawaiian Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",31.00,5.00,3.00,0.00,0.00,0.00,2.00,0.00,1.00,251.00,79.00,0.00,0.00,0.00,172.00
2025,3,HA,Hawaiian Airlines Network,SMF,"Sacramento, CA: Sacramento International",93.00,14.00,11.08,0.00,0.00,0.00,2.92,0.00,0.00,472.00,381.00,0.00,0.00,0.00,91.00
2025,3,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",151.00,30.00,9.59,0.30,5.18,0.00,14.93,6.00,0.00,1347.00,409.00,25.00,178.00,0.00,735.00
2025,3,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",67.00,14.00,3.84,0.93,4.42,0.00,4.81,0.00,1.00,689.00,119.00,64.00,167.00,0.00,339.00
2025,3,MQ,Envoy Air,AGS,"Augusta, GA: Augusta Regional at Bush Field",31.00,5.00,0.34,1.00,2.26,0.00,1.40,2.00,0.00,245.00,34.00,78.00,94.00,0.00,39.00
2025,3,MQ,Envoy Air,ALB,"Albany, NY: Albany International",3.00,1.00,0.00,0.00,0.69,0.31,0.00,0.00,0.00,16.00,0.00,0.00,11.00,5.00,0.00
2025,3,MQ,Envoy Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",186.00,42.00,10.52,2.19,10.92,0.00,18.37,9.00,0.00,1891.00,465.00,211.00,371.00,0.00,844.00
2025,3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",101.00,27.00,6.05,1.72,8.79,0.11,10.33,2.00,0.00,2101.00,454.00,144.00,633.00,27.00,843.00
2025,3,MQ,Envoy Air,ATW,"Appleton, WI: Appleton International",96.00,20.00,4.91,1.51,6.31,0.00,7.27,0.00,1.00,1307.00,194.00,178.00,271.00,0.00,664.00
2025,3,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",149.00,38.00,13.80,1.20,8.98,0.65,13.37,5.00,1.00,1821.00,656.00,65.00,207.00,33.00,860.00
2025,3,MQ,Envoy Air,AVL,"Asheville, NC: Asheville Regional",147.00,24.00,7.26,0.84,9.94,0.00,5.97,2.00,1.00,1423.00,436.00,93.00,398.00,0.00,496.00
2025,3,MQ,Envoy Air,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",57.00,11.00,2.18,0.32,2.95,0.00,5.55,1.00,0.00,899.00,95.00,50.00,212.00,0.00,542.00
2025,3,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",16.00,4.00,0.08,0.53,1.09,0.00,2.30,0.00,0.00,383.00,10.00,74.00,128.00,0.00,171.00
2025,3,MQ,Envoy Air,BFL,"Bakersfield, CA: Meadows Field",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",121.00,21.00,4.55,0.68,9.08,0.00,6.69,4.00,0.00,1185.00,255.00,77.00,491.00,0.00,362.00
2025,3,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",93.00,17.00,2.33,0.73,4.41,0.00,9.53,1.00,0.00,690.00,72.00,15.00,158.00,0.00,445.00
2025,3,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",62.00,9.00,1.99,0.95,2.89,0.00,3.17,1.00,0.00,592.00,191.00,38.00,129.00,0.00,234.00
2025,3,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,11.00,2.28,0.15,2.50,0.00,6.06,1.00,0.00,617.00,59.00,16.00,205.00,0.00,337.00
2025,3,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",238.00,47.00,10.99,1.70,18.39,0.26,15.67,10.00,1.00,2840.00,579.00,213.00,909.00,27.00,1112.00
2025,3,MQ,Envoy Air,BOI,"Boise, ID: Boise Air Terminal",13.00,3.00,0.18,0.00,1.97,0.00,0.85,0.00,0.00,100.00,3.00,0.00,62.00,0.00,35.00
2025,3,MQ,Envoy Air,BOS,"Boston, MA: Logan International",175.00,33.00,5.25,1.04,16.57,0.00,10.14,2.00,0.00,1653.00,291.00,42.00,818.00,0.00,502.00
2025,3,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",71.00,9.00,1.26,0.47,4.26,0.00,3.01,2.00,1.00,596.00,130.00,27.00,90.00,0.00,349.00
2025,3,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",91.00,17.00,4.49,1.81,4.71,0.00,5.99,2.00,0.00,899.00,245.00,52.00,185.00,0.00,417.00
2025,3,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",108.00,24.00,7.34,3.25,8.26,0.00,5.15,0.00,0.00,1261.00,348.00,238.00,339.00,0.00,336.00
2025,3,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",117.00,27.00,6.69,0.70,9.82,0.00,9.79,1.00,1.00,1465.00,343.00,30.00,461.00,0.00,631.00
2025,3,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",62.00,8.00,3.46,0.16,1.89,0.00,2.49,2.00,0.00,396.00,150.00,17.00,97.00,0.00,132.00
2025,3,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",62.00,17.00,6.86,0.91,2.83,0.00,6.40,1.00,1.00,1217.00,411.00,29.00,191.00,0.00,586.00
2025,3,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",56.00,6.00,1.00,0.00,1.16,0.00,3.84,0.00,0.00,484.00,36.00,0.00,133.00,0.00,315.00
2025,3,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",73.00,15.00,1.23,1.75,4.36,0.00,7.66,7.00,0.00,842.00,35.00,127.00,221.00,0.00,459.00
2025,3,MQ,Envoy Air,CLD,"Carlsbad, CA: McClellan-Palomar",62.00,8.00,2.58,0.00,1.00,0.00,4.42,0.00,1.00,485.00,146.00,0.00,15.00,0.00,324.00
2025,3,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",121.00,34.00,5.18,2.79,8.65,0.00,17.37,3.00,0.00,1784.00,462.00,236.00,401.00,0.00,685.00
2025,3,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",514.00,97.00,13.85,7.95,41.26,0.00,33.94,1.00,0.00,5549.00,1480.00,432.00,1276.00,0.00,2361.00
2025,3,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",282.00,78.00,17.50,5.04,19.43,0.00,36.03,5.00,0.00,4976.00,1031.00,385.00,918.00,0.00,2642.00
2025,3,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",116.00,21.00,5.56,4.28,2.94,0.00,8.22,1.00,0.00,1101.00,180.00,463.00,103.00,0.00,355.00
2025,3,MQ,Envoy Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",121.00,25.00,6.27,3.57,6.22,0.94,8.00,7.00,0.00,1277.00,275.00,154.00,283.00,60.00,505.00
2025,3,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",213.00,45.00,12.36,2.85,10.77,0.00,19.01,6.00,0.00,2303.00,676.00,92.00,366.00,0.00,1169.00
2025,3,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",221.00,53.00,8.37,1.81,14.24,0.00,28.58,4.00,0.00,3486.00,393.00,581.00,647.00,0.00,1865.00
2025,3,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",26.00,5.00,2.06,0.00,0.00,0.00,2.94,0.00,0.00,289.00,39.00,0.00,0.00,0.00,250.00
2025,3,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",22.00,3.00,1.18,0.00,1.00,0.00,0.82,2.00,0.00,121.00,45.00,0.00,31.00,0.00,45.00
2025,3,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",332.00,52.00,7.92,2.01,20.48,0.71,20.88,5.00,3.00,3469.00,293.00,146.00,865.00,20.00,2145.00
2025,3,MQ,Envoy Air,DEN,"Denver, CO: Denver International",28.00,11.00,1.40,0.05,5.10,0.00,4.45,0.00,0.00,385.00,39.00,2.00,186.00,0.00,158.00
2025,3,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5548.00,998.00,204.77,98.28,294.16,5.09,395.71,220.00,15.00,72786.00,20490.00,11359.00,13849.00,142.00,26946.00
2025,3,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",187.00,30.00,4.79,0.43,8.57,0.00,16.21,7.00,1.00,1484.00,144.00,43.00,252.00,0.00,1045.00
2025,3,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",156.00,32.00,3.31,3.06,9.88,1.00,14.76,2.00,0.00,1798.00,171.00,221.00,454.00,39.00,913.00
2025,3,MQ,Envoy Air,ECP,"Panama City, FL: Northwest Florida Beaches International",32.00,4.00,1.01,0.00,2.60,0.00,0.39,3.00,0.00,156.00,26.00,0.00,121.00,0.00,9.00
2025,3,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",76.00,10.00,3.42,0.66,4.16,0.00,1.76,1.00,0.00,402.00,97.00,51.00,137.00,0.00,117.00
2025,3,MQ,Envoy Air,EUG,"Eugene, OR: Mahlon Sweet Field",26.00,5.00,1.01,0.00,0.44,0.00,3.55,0.00,0.00,407.00,55.00,0.00,31.00,0.00,321.00
2025,3,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",62.00,9.00,0.50,0.00,4.48,0.00,4.02,2.00,0.00,401.00,41.00,0.00,202.00,0.00,158.00
2025,3,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",117.00,34.00,5.09,3.36,15.67,0.00,9.87,2.00,1.00,2057.00,272.00,209.00,906.00,0.00,670.00
2025,3,MQ,Envoy Air,EYW,"Key West, FL: Key West International",198.00,37.00,5.89,0.48,26.18,0.00,4.44,2.00,4.00,1698.00,248.00,27.00,1273.00,0.00,150.00
2025,3,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",214.00,48.00,11.69,1.48,17.48,0.00,17.35,6.00,1.00,2431.00,476.00,98.00,811.00,0.00,1046.00
2025,3,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",115.00,24.00,5.82,1.44,7.16,0.00,9.58,4.00,0.00,1053.00,182.00,88.00,234.00,0.00,549.00
2025,3,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",93.00,14.00,5.39,2.72,2.67,0.00,3.22,2.00,0.00,656.00,260.00,180.00,84.00,0.00,132.00
2025,3,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",93.00,18.00,8.64,0.43,5.44,0.00,3.49,3.00,0.00,814.00,376.00,25.00,223.00,0.00,190.00
2025,3,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",62.00,16.00,5.23,0.00,2.43,0.00,8.34,5.00,0.00,653.00,230.00,0.00,72.00,0.00,351.00
2025,3,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",31.00,7.00,3.57,0.00,1.67,0.00,1.76,0.00,0.00,305.00,141.00,0.00,80.00,0.00,84.00
2025,3,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",41.00,13.00,1.42,0.74,2.86,0.00,7.98,2.00,0.00,830.00,128.00,131.00,115.00,0.00,456.00
2025,3,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",119.00,27.00,7.86,1.11,7.17,0.00,10.86,2.00,1.00,1476.00,400.00,186.00,251.00,0.00,639.00
2025,3,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",61.00,11.00,0.24,0.70,1.72,0.00,8.34,0.00,0.00,579.00,19.00,64.00,103.00,0.00,393.00
2025,3,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",108.00,27.00,8.70,0.86,6.83,0.00,10.61,0.00,0.00,1496.00,494.00,48.00,391.00,0.00,563.00
2025,3,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",153.00,30.00,8.30,2.00,9.24,0.00,10.45,2.00,0.00,1194.00,342.00,96.00,290.00,0.00,466.00
2025,3,MQ,Envoy Air,HDN,"Hayden, CO: Yampa Valley",31.00,10.00,2.77,1.67,4.97,0.00,0.59,0.00,1.00,396.00,119.00,74.00,187.00,0.00,16.00
2025,3,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",88.00,12.00,4.66,1.66,2.43,0.00,3.25,0.00,1.00,618.00,121.00,271.00,103.00,0.00,123.00
2025,3,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",125.00,34.00,8.64,1.76,17.20,0.00,6.40,5.00,0.00,1629.00,367.00,103.00,802.00,0.00,357.00
2025,3,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",124.00,21.00,4.02,2.07,8.76,0.00,6.15,7.00,6.00,1697.00,236.00,404.00,292.00,0.00,765.00
2025,3,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",124.00,20.00,5.32,2.32,3.12,0.00,9.23,19.00,0.00,1217.00,249.00,160.00,164.00,0.00,644.00
2025,3,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",121.00,21.00,3.92,0.04,7.84,0.00,9.20,6.00,0.00,733.00,113.00,5.00,232.00,0.00,383.00
2025,3,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",127.00,22.00,6.74,0.40,8.16,0.00,6.70,3.00,1.00,839.00,202.00,39.00,299.00,0.00,299.00
2025,3,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",175.00,40.00,9.96,1.64,9.73,0.00,18.67,6.00,0.00,2188.00,474.00,82.00,471.00,0.00,1161.00
2025,3,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",124.00,24.00,2.19,1.61,12.09,0.00,8.11,1.00,0.00,1883.00,199.00,560.00,508.00,0.00,616.00
2025,3,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",104.00,20.00,6.15,0.19,5.85,0.00,7.81,0.00,0.00,1511.00,603.00,17.00,164.00,0.00,727.00
2025,3,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",125.00,22.00,6.03,1.08,8.31,0.00,6.57,1.00,0.00,1115.00,251.00,85.00,377.00,0.00,402.00
2025,3,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",49.00,16.00,2.14,1.81,2.14,0.00,9.91,1.00,0.00,685.00,48.00,143.00,76.00,0.00,418.00
2025,3,MQ,Envoy Air,LAX,"Los Angeles, CA: Los Angeles International",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,3,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",164.00,35.00,8.42,2.12,11.46,0.00,13.00,7.00,1.00,1872.00,491.00,110.00,379.00,0.00,892.00
2025,3,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",120.00,24.00,6.00,2.71,5.61,0.00,9.68,2.00,0.00,1414.00,284.00,124.00,253.00,0.00,753.00
2025,3,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",81.00,13.00,4.43,0.02,4.40,0.00,4.15,2.00,1.00,484.00,126.00,1.00,178.00,0.00,179.00
